system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_026,single_specific,0.5,0.9277024543548973,1.0,0.8092341514516325
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_013,single_specific,1.0,0.8148540067295836,1.0,0.9382846689098612
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_024,single_specific,1.0,0.7705656133204317,0.0,0.5901885377734772
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_021,single_specific,1.0,0.595737107148658,1.0,0.865245702382886
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_015,single_specific,1.0,0.93587436040167,1.0,0.9786247868005566
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_029,single_specific,1.0,0.5991778132291979,0.0,0.5330592710763993
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_sh_019,single_specific,1.0,0.9280850156785497,1.0,0.9760283385595167
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_031,aggregate_cross_paper,0.5714285714285714,0.830189049889085,1.0,0.8005392071058854
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_015,aggregate_cross_paper,0.3333333333333333,0.8805567386654176,0.5,0.5712966906662503
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_026,aggregate_cross_paper,1.0,0.7430869215366327,1.0,0.9143623071788776
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_017,aggregate_cross_paper,0.5,0.592302204028185,1.0,0.697434068009395
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_008,aggregate_cross_paper,0.6666666666666666,0.7883088069504328,0.5,0.6516584912056999
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_009,aggregate_cross_paper,0.2,0.7433572985393281,1.0,0.647785766179776
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_agg_019,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_edge_027,edge_multihop,0.7142857142857143,0.8986557304953099,0.75,0.7876471482603414
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,54.54109726904737,electronics_edge_024,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_026,single_specific,1.0,0.9277304087824364,1.0,0.9759101362608121
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_013,single_specific,1.0,0.814836735612844,1.0,0.938278911870948
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_024,single_specific,1.0,0.7705938107959481,0.0,0.5901979369319826
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_021,single_specific,1.0,0.5958147578563165,1.0,0.8652715859521055
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_015,single_specific,1.0,0.93577943790129,1.0,0.9785931459670967
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_029,single_specific,1.0,0.7831712636853695,0.0,0.5943904212284564
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_sh_019,single_specific,1.0,0.9280242577214094,1.0,0.9760080859071364
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_031,aggregate_cross_paper,0.5714285714285714,0.8301767721385332,1.0,0.8005351145223681
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_015,aggregate_cross_paper,0.5,0.8804552627595341,0.5,0.6268184209198447
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_026,aggregate_cross_paper,1.0,0.7431047365376257,1.0,0.9143682455125419
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_017,aggregate_cross_paper,0.5,0.5923579594961198,1.0,0.6974526531653732
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_008,aggregate_cross_paper,0.6666666666666666,0.7883088069504328,0.5,0.6516584912056999
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_009,aggregate_cross_paper,0.2,0.7433242541023729,1.0,0.6477747513674577
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_agg_019,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_edge_027,edge_multihop,1.0,0.8303787083357451,0.5,0.7767929027785817
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,54.516007686120496,electronics_edge_024,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10c_T12a_text_based,N7,E10c,T12a,text_based,54.13425364928053,electronics_sh_026,single_specific,1.0,0.9277304087824364,1.0,0.9759101362608121
