system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_013,single_specific,1.0,0.8148540067295836,1.0,0.9382846689098612
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_024,single_specific,1.0,0.7705985863675123,1.0,0.9235328621225042
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_021,single_specific,1.0,0.8790953077586948,1.0,0.9596984359195649
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_015,single_specific,0.75,0.9163256454027252,1.0,0.8887752151342417
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_029,single_specific,1.0,0.895686620196651,1.0,0.9652288733988836
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_sh_019,single_specific,0.75,0.8399823237067133,1.0,0.8633274412355711
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_031,aggregate_cross_paper,0.3333333333333333,0.3271873509122597,0.0,0.2201735614151977
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_015,aggregate_cross_paper,0.75,0.8799653890082569,1.0,0.876655129669419
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_026,aggregate_cross_paper,0.25,0.7431047365376257,0.5,0.49770157884587524
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_017,aggregate_cross_paper,0.2,0.7076163696141666,0.5,0.4692054565380555
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_008,aggregate_cross_paper,0.8,0.7883272589378357,1.0,0.8627757529792786
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_009,aggregate_cross_paper,0.6,0.6916424243142104,0.5,0.5972141414380702
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_agg_019,aggregate_cross_paper,0.4,0.7091209322391756,0.5,0.5363736440797252
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_edge_027,edge_multihop,0.3333333333333333,0.0,0.5,0.27777777777777773
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,15.172249787864192,electronics_edge_024,edge_multihop,0.6,0.8901235078226583,0.5,0.6633745026075527
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_013,single_specific,1.0,0.814836735612844,1.0,0.938278911870948
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_024,single_specific,1.0,0.7705656133204317,1.0,0.9235218711068106
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_021,single_specific,1.0,0.8658519621102115,1.0,0.9552839873700706
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_015,single_specific,0.5,0.9163256454027252,1.0,0.8054418818009084
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_029,single_specific,1.0,0.895686620196651,1.0,0.9652288733988836
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_sh_019,single_specific,0.6666666666666666,0.0,1.0,0.5555555555555555
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_031,aggregate_cross_paper,0.3333333333333333,0.3691465985535247,0.0,0.23415997729561933
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_015,aggregate_cross_paper,0.0,0.8723815164914795,1.0,0.6241271721638265
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_026,aggregate_cross_paper,0.25,0.7430895855287383,0.5,0.4976965285095794
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_017,aggregate_cross_paper,0.25,0.7075842683243058,0.5,0.48586142277476857
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_008,aggregate_cross_paper,0.8,0.7883088069504328,1.0,0.8627696023168109
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_009,aggregate_cross_paper,0.6,0.7260969775063187,0.5,0.6086989925021062
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_agg_019,aggregate_cross_paper,0.4,0.703809719852207,0.5,0.5346032399507357
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_edge_027,edge_multihop,0.5,0.0,0.5,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,15.283727974874267,electronics_edge_024,edge_multihop,1.0,0.0,0.5,0.5
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,13.818535570711218,electronics_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,13.818535570711218,electronics_sh_013,single_specific,1.0,0.814836735612844,1.0,0.938278911870948
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,13.818535570711218,electronics_sh_024,single_specific,1.0,0.7705453420460356,1.0,0.9235151140153453
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,13.818535570711218,electronics_sh_021,single_specific,1.0,0.8658519621102115,1.0,0.9552839873700706
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,13.818535570711218,electronics_sh_015,single_specific,0.75,0.9162866403152915,1.0,0.8887622134384304
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,13.818535570711218,electronics_sh_029,single_specific,1.0,0.895686620196651,1.0,0.9652288733988836
